epochs,LSTMLayers,LSTMDims,ReLULayers,ReLUDims,totalAcc,f1_macro,f1_micro,S,D;Q;C
1,3,200,1,50,0.7886,0.2205,0.7886,0.0000,0.0000,0.0000,1.0000
2,3,200,1,50,0.7886,0.2205,0.7886,0.0000,0.0000,0.0000,1.0000
3,3,200,1,50,0.7886,0.2205,0.7886,0.0000,0.0000,0.0000,1.0000
4,3,200,1,50,0.7903,0.2291,0.7903,0.0000,0.0172,0.0000,1.0000
5,3,200,1,50,0.7886,0.2287,0.7886,0.0000,0.0172,0.0000,0.9979
6,3,200,1,50,0.7903,0.2291,0.7903,0.0000,0.0172,0.0000,1.0000
7,3,200,1,50,0.7886,0.2205,0.7886,0.0000,0.0000,0.0000,1.0000
8,3,200,1,50,0.7886,0.2205,0.7886,0.0000,0.0000,0.0000,1.0000
9,3,200,1,50,0.7903,0.2291,0.7903,0.0000,0.0172,0.0000,1.0000
10,3,200,1,50,0.7886,0.2205,0.7886,0.0000,0.0000,0.0000,1.0000
11,3,200,1,50,0.7903,0.2291,0.7903,0.0000,0.0172,0.0000,1.0000
12,3,200,1,50,0.7903,0.2291,0.7903,0.0000,0.0172,0.0000,1.0000
13,3,200,1,50,0.7886,0.2207,0.7886,0.0000,0.0000,0.0000,1.0000
14,3,200,1,50,0.7886,0.2207,0.7886,0.0000,0.0000,0.0000,1.0000
15,3,200,1,50,0.7819,0.2438,0.7819,0.0192,0.0345,0.0000,0.9851
16,3,200,1,50,0.7131,0.2639,0.7131,0.0000,0.2759,0.0000,0.8702
17,3,200,1,50,0.6779,0.3015,0.6779,0.0769,0.4483,0.0000,0.7957
18,3,200,1,50,0.7366,0.2645,0.7366,0.1923,0.0172,0.0000,0.9106
19,3,200,1,50,0.7047,0.2863,0.7047,0.2308,0.0862,0.0000,0.8574
20,3,200,1,50,0.6812,0.2727,0.6812,0.3462,0.0345,0.0000,0.8213
21,3,200,1,50,0.7181,0.2622,0.7181,0.2115,0.0172,0.0000,0.8851
22,3,200,1,50,0.7584,0.2789,0.7584,0.1154,0.0690,0.0000,0.9404
23,3,200,1,50,0.6762,0.2573,0.6762,0.2885,0.0172,0.0000,0.8234
24,3,200,1,50,0.6544,0.2847,0.6544,0.1154,0.2931,0.0000,0.7809
25,3,200,1,50,0.7450,0.2529,0.7450,0.1538,0.0000,0.0000,0.9277
26,3,200,1,50,0.7215,0.2637,0.7215,0.1346,0.0517,0.0000,0.8936
27,3,200,1,50,0.7047,0.2643,0.7047,0.2115,0.0345,0.0000,0.8660
28,3,200,1,50,0.7081,0.2629,0.7081,0.1923,0.0345,0.0000,0.8723
29,3,200,1,50,0.6946,0.2528,0.6946,0.1923,0.0172,0.0000,0.8574
30,3,200,1,50,0.6577,0.2677,0.6577,0.1731,0.1034,0.0000,0.8021
31,3,200,1,50,0.7181,0.2630,0.7181,0.1346,0.0517,0.0000,0.8894
32,3,200,1,50,0.6963,0.2869,0.6963,0.2308,0.0862,0.0000,0.8468
33,3,200,1,50,0.6862,0.3596,0.6862,0.2500,0.1724,0.1875,0.8149
34,3,200,1,50,0.7064,0.3146,0.7064,0.1346,0.1724,0.0625,0.8574
35,3,200,1,50,0.6393,0.3242,0.6393,0.2885,0.1724,0.1250,0.7532
36,3,200,1,50,0.7064,0.3041,0.7064,0.1346,0.1207,0.0625,0.8638
37,3,200,1,50,0.7466,0.2971,0.7466,0.1154,0.1379,0.0000,0.9170
38,3,200,1,50,0.7131,0.3448,0.7131,0.1923,0.1724,0.1250,0.8574
39,3,200,1,50,0.6997,0.3112,0.6997,0.2115,0.1207,0.0625,0.8468
40,3,200,1,50,0.7064,0.3135,0.7064,0.0962,0.1724,0.0625,0.8617
41,3,200,1,50,0.7248,0.3067,0.7248,0.2115,0.0690,0.0625,0.8851
42,3,200,1,50,0.6661,0.3207,0.6661,0.3462,0.1207,0.0625,0.7894
43,3,200,1,50,0.6879,0.2929,0.6879,0.2692,0.1034,0.0000,0.8298
